kat_uzemi,upper_zoning_id,parcel_number,gml_id,areaValue_m2,beginLifespanVersion,endLifespanVersion,geometry,inspire_localId,inspire_namespace,label,nationalCadastralReference,refPoint_x,refPoint_y,refPoint_lon,refPoint_lat,validFrom,administrativeUnit_href,administrativeUnit_title,zoning_href,zoning_title,id_valuo
Horní Heršpice,612065,873/206,CP.94450429010,64.0,2024-01-12T13:16:20Z,,-597579.88 -1164086.04 -597579.7 -1164090.61 -597574.79 -1164090.58 -597570.27 -1164090.55 -597570.28 -1164083.89 -597574.16 -1164083.86 -597578.73 -1164083.87 -597579.87 -1164083.88 -597579.88 -1164086.04,CP.94450429010,CZ-00025712-CUZK_CP,873/206,612065-873/206,-597579.17,-1164086.81,16.620863429726327,49.16586062551983,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4618
Horní Heršpice,612065,873/203,CP.94450426010,109.0,2024-01-12T13:16:20Z,,-597585.58 -1164085.94 -597593.32 -1164085.85 -597593.32 -1164088.62 -597591.48 -1164088.62 -597591.48 -1164088.91 -597588.35 -1164088.93 -597588.36 -1164096.65 -597588.35 -1164104.41 -597592.94 -1164104.42 -597592.94 -1164104.74 -597594.73 -1164104.74 -597594.74 -1164109.11 -597585.56 -1164109.14 -597585.58 -1164085.94,CP.94450426010,CZ-00025712-CUZK_CP,873/203,612065-873/203,-597586.04,-1164101.7,16.620791678507587,49.165720867794796,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4619
Horní Heršpice,612065,873/199,CP.94450449010,66.0,2023-11-30T13:16:20Z,,-597612.07 -1164175.78 -597591.18 -1164172.52 -597591.43 -1164171.38 -597592.36 -1164170.27 -597593.76 -1164169.79 -597597.1 -1164170.27 -597612.6 -1164172.45 -597612.07 -1164175.78,CP.94450449010,CZ-00025712-CUZK_CP,873/199,612065-873/199,-597605.81,-1164174.53,16.620629327263654,49.16505063499015,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4620
Horní Heršpice,612065,873/208,CP.94450431010,92.0,2024-01-12T13:16:20Z,,-597570.28 -1164083.89 -597564.47 -1164083.9 -597564.48 -1164067.92 -597570.25 -1164067.93 -597570.28 -1164083.89,CP.94450431010,CZ-00025712-CUZK_CP,873/208,612065-873/208,-597566.6,-1164080.28,16.621025200786903,49.16593114024628,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4621
Horní Heršpice,612065,873/205,CP.94450428010,30.0,2023-11-30T09:26:20Z,,-597583.99 -1164117.98 -597577.48 -1164118.06 -597577.4 -1164113.41 -597583.89 -1164113.36 -597583.99 -1164117.98,CP.94450428010,CZ-00025712-CUZK_CP,873/205,612065-873/205,-597583.71,-1164115.98,16.620844463790878,49.16559544340617,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4623
Horní Heršpice,612065,873/203,CP.94450426010,109.0,2024-01-12T13:16:20Z,,-597585.58 -1164085.94 -597593.32 -1164085.85 -597593.32 -1164088.62 -597591.48 -1164088.62 -597591.48 -1164088.91 -597588.35 -1164088.93 -597588.36 -1164096.65 -597588.35 -1164104.41 -597592.94 -1164104.42 -597592.94 -1164104.74 -597594.73 -1164104.74 -597594.74 -1164109.11 -597585.56 -1164109.14 -597585.58 -1164085.94,CP.94450426010,CZ-00025712-CUZK_CP,873/203,612065-873/203,-597586.04,-1164101.7,16.620791678507587,49.165720867794796,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4624
Horní Heršpice,612065,873/211,CP.94450434010,45.0,2024-01-12T13:16:20Z,,-597557.11 -1164076.39 -597546.22 -1164076.43 -597546.23 -1164071.72 -597552.2 -1164071.74 -597554.22 -1164072.23 -597555.61 -1164073.2 -597556.64 -1164074.65 -597557.11 -1164076.39,CP.94450434010,CZ-00025712-CUZK_CP,873/211,612065-873/211,-597555.5,-1164076.16,16.62117047695309,49.165978688914,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4625
Horní Heršpice,612065,873/212,CP.94450435010,124.0,2024-01-12T13:16:20Z,,-597577.48 -1164118.06 -597583.99 -1164117.98 -597583.89 -1164113.36 -597577.4 -1164113.41 -597577.79 -1164112.96 -597578.31 -1164112.6 -597579.18 -1164112.34 -597595.17 -1164112.28 -597595.17 -1164115.39 -597599.39 -1164115.39 -597599.27 -1164118.17 -597599.06 -1164118.95 -597598.47 -1164119.65 -597597.59 -1164119.96 -597592.45 -1164119.98 -597576.98 -1164119.97 -597576.98 -1164118.07 -597577.48 -1164118.06,CP.94450435010,CZ-00025712-CUZK_CP,873/212,612065-873/212,-597595.72,-1164118.98,16.620685133548424,49.16555702959647,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4626
Horní Heršpice,612065,873/219,CP.94450442010,106.0,2024-01-12T13:16:20Z,,-597526.02 -1164047.27 -597527.76 -1164047.18 -597536.01 -1164051.36 -597531.15 -1164051.36 -597531.15 -1164055.71 -597529.01 -1164055.71 -597528.98 -1164062.04 -597528.99 -1164071.4 -597524.92 -1164071.32 -597526.02 -1164047.27,CP.94450442010,CZ-00025712-CUZK_CP,873/219,612065-873/219,-597526.18,-1164066.19,16.62155556006631,49.16609612452102,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4627
Horní Heršpice,612065,873/222,CP.94450445010,32.0,2023-11-30T09:26:20Z,,-597576.98 -1164119.97 -597574.36 -1164119.95 -597572.86 -1164119.66 -597571.54 -1164118.86 -597570.62 -1164117.65 -597570.23 -1164115.96 -597572.81 -1164115.97 -597573.28 -1164115.8 -597573.86 -1164115.42 -597574.3 -1164114.95 -597574.76 -1164113.95 -597574.75 -1164113.43 -597577.4 -1164113.41 -597577.48 -1164118.06 -597576.98 -1164118.07 -597576.98 -1164119.97,CP.94450445010,CZ-00025712-CUZK_CP,873/222,612065-873/222,-597577.12,-1164117.95,16.620937212143215,49.165584190601315,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4628
Horní Heršpice,612065,2051/9,CP.94450447010,13.0,2023-11-30T09:26:20Z,,-597527.76 -1164047.18 -597521.84 -1164044.18 -597526.31 -1164044.18 -597531.94 -1164046.95 -597527.76 -1164047.18,CP.94450447010,CZ-00025712-CUZK_CP,2051/9,612065-2051/9,-597526.19,-1164045.39,16.62152481203533,49.16628208164714,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4629
Horní Heršpice,612065,873/149,CP.94450374010,914.0,2023-11-30T09:26:20Z,,-597606.92 -1164125.75 -597595.94 -1164125.75 -597584.98 -1164125.77 -597574.62 -1164125.76 -597573.32 -1164126 -597572.32 -1164126.44 -597571.37 -1164127.12 -597570.87 -1164127.67 -597570.54 -1164128.29 -597570.21 -1164129.73 -597570.2 -1164132.74 -597570.2 -1164148.14 -597570.21 -1164161.09 -597570.21 -1164166.81 -597570.21 -1164176.74 -597570.21 -1164177.75 -597570.21 -1164178.41 -597570.21 -1164181.44 -597570.22 -1164183.8 -597570.22 -1164186.41 -597570.22 -1164188.8 -597570.22 -1164191.41 -597570.23 -1164194.04 -597564.43 -1164192.55 -597564.4 -1164153.03 -597564.42 -1164132.73 -597564.45 -1164115.92 -597564.45 -1164108.83 -597564.45 -1164105.86 -597564.45 -1164103.35 -597564.46 -1164100.85 -597564.46 -1164098.36 -597564.46 -1164095.85 -597564.46 -1164093.36 -597564.46 -1164090.89 -597564.47 -1164088.37 -597564.47 -1164085.46 -597564.47 -1164083.9 -597570.28 -1164083.89 -597570.27 -1164090.55 -597570.27 -1164093.34 -597570.27 -1164095.83 -597570.26 -1164098.33 -597570.26 -1164100.82 -597570.25 -1164103.32 -597570.25 -1164105.83 -597570.25 -1164108.3 -597570.24 -1164111.25 -597570.23 -1164115.96 -597570.62 -1164117.65 -597571.54 -1164118.86 -597572.86 -1164119.66 -597574.36 -1164119.95 -597576.98 -1164119.97 -597592.45 -1164119.98 -597597.59 -1164119.96 -597606.79 -1164119.93 -597617.54 -1164120.11 -597617.41 -1164125.55 -597606.92 -1164125.75,CP.94450374010,CZ-00025712-CUZK_CP,873/149,612065-873/149,-597566.23,-1164137.15,16.621113945855228,49.165423039448726,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4630
Horní Heršpice,612065,873/157,CP.94450450010,293.0,2024-01-12T13:16:20Z,,-597583.61 -1164067.94 -597590.74 -1164068.02 -597591.35 -1164068.03 -597591.39 -1164075.85 -597591.25 -1164077.32 -597590.52 -1164079.61 -597589.42 -1164081.34 -597587.95 -1164082.48 -597585.78 -1164083.45 -597583.52 -1164083.9 -597579.87 -1164083.88 -597578.73 -1164083.87 -597578.72 -1164077.44 -597574.08 -1164077.45 -597574.16 -1164083.86 -597570.28 -1164083.89 -597570.25 -1164067.93 -597570.96 -1164067.93 -597578.24 -1164067.95 -597583.61 -1164067.94,CP.94450450010,CZ-00025712-CUZK_CP,873/157,612065-873/157,-597585.2,-1164076.58,16.620766158545013,49.165946268949796,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4631
Horní Heršpice,612065,873/210,CP.94450433010,64.0,2024-01-12T13:16:20Z,,-597555.61 -1164073.2 -597554.22 -1164072.23 -597552.2 -1164071.74 -597546.23 -1164071.72 -597546.24 -1164068.24 -597548.47 -1164068.36 -597548.47 -1164069.54 -597552.69 -1164069.58 -597554.34 -1164069.91 -597555.85 -1164070.61 -597557.22 -1164071.7 -597558.22 -1164072.97 -597558.81 -1164074.14 -597559.2 -1164075.48 -597559.32 -1164077.03 -597559.31 -1164083.93 -597564.47 -1164083.9 -597564.47 -1164085.46 -597559.42 -1164085.42 -597557.13 -1164085.5 -597557.11 -1164076.39 -597556.64 -1164074.65 -597555.61 -1164073.2,CP.94450433010,CZ-00025712-CUZK_CP,873/210,612065-873/210,-597557.51,-1164083.13,16.62115333043997,49.1659144322942,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4632
Horní Heršpice,612065,873/204,CP.94450427010,231.0,2024-01-12T13:16:20Z,,-597591.25 -1164077.32 -597591.39 -1164075.85 -597591.35 -1164068.03 -597590.74 -1164068.02 -597590.77 -1164063.87 -597596.03 -1164063.87 -597596.01 -1164068.07 -597595.17 -1164068.07 -597595.18 -1164076.04 -597593.79 -1164076.04 -597593.77 -1164083.92 -597593.32 -1164083.92 -597593.32 -1164085.85 -597585.58 -1164085.94 -597585.56 -1164109.14 -597594.74 -1164109.11 -597594.74 -1164109.44 -597595.17 -1164109.44 -597595.17 -1164112.28 -597579.18 -1164112.34 -597578.31 -1164112.6 -597577.79 -1164112.96 -597577.4 -1164113.41 -597574.75 -1164113.43 -597574.81 -1164111.28 -597574.81 -1164109.18 -597583.35 -1164109.15 -597583.44 -1164086.01 -597579.88 -1164086.04 -597579.87 -1164083.88 -597583.52 -1164083.9 -597585.78 -1164083.45 -597587.95 -1164082.48 -597589.42 -1164081.34 -597590.52 -1164079.61 -597591.25 -1164077.32,CP.94450427010,CZ-00025712-CUZK_CP,873/204,612065-873/204,-597593.36,-1164112.06,16.620707124869256,49.16562117706636,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4633
Horní Heršpice,612065,873/206,CP.94450429010,64.0,2024-01-12T13:16:20Z,,-597579.88 -1164086.04 -597579.7 -1164090.61 -597574.79 -1164090.58 -597570.27 -1164090.55 -597570.28 -1164083.89 -597574.16 -1164083.86 -597578.73 -1164083.87 -597579.87 -1164083.88 -597579.88 -1164086.04,CP.94450429010,CZ-00025712-CUZK_CP,873/206,612065-873/206,-597579.17,-1164086.81,16.620863429726327,49.16586062551983,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4634
Horní Heršpice,612065,873/213,CP.94450436010,27.0,2024-01-12T13:16:20Z,,-597604.96 -1164118.08 -597605.13 -1164118.87 -597605.68 -1164119.55 -597606.79 -1164119.93 -597597.59 -1164119.96 -597598.47 -1164119.65 -597599.06 -1164118.95 -597599.27 -1164118.17 -597599.39 -1164115.39 -597604.89 -1164115.39 -597604.96 -1164118.08,CP.94450436010,CZ-00025712-CUZK_CP,873/213,612065-873/213,-597602.3,-1164118.29,16.6205944055217,49.165556847755695,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4635
Horní Heršpice,612065,873/216,CP.94450439010,10.0,2024-01-12T13:16:20Z,,-597587.87 -1164051.36 -597591.16 -1164051.37 -597591.19 -1164054.3 -597587.85 -1164054.3 -597587.87 -1164051.36,CP.94450439010,CZ-00025712-CUZK_CP,873/216,612065-873/216,-597589.43,-1164053.47,16.62067447101302,49.16614880583303,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4636
Horní Heršpice,612065,873/214,CP.94450437010,204.0,2024-01-12T13:16:20Z,,-597615.59 -1164051.07 -597614.86 -1164089.38 -597617.88 -1164104.76 -597617.54 -1164120.11 -597606.79 -1164119.93 -597605.68 -1164119.55 -597605.13 -1164118.87 -597604.96 -1164118.08 -597604.89 -1164115.39 -597610.36 -1164115.39 -597610.36 -1164115.03 -597614.19 -1164114.99 -597614.17 -1164109.14 -597614.16 -1164104.65 -597614.15 -1164096.65 -597614.15 -1164088.62 -597614.15 -1164081.12 -597614.16 -1164076.24 -597614.15 -1164071.92 -597614.13 -1164065.82 -597614.18 -1164061.59 -597610.37 -1164061.66 -597610.37 -1164057.71 -597611.67 -1164057.7 -597611.67 -1164051.43 -597611.7 -1164051.04 -597615.59 -1164051.07,CP.94450437010,CZ-00025712-CUZK_CP,873/214,612065-873/214,-597616.24,-1164118.88,16.62040521451422,49.16553811782102,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4637
Horní Heršpice,612065,873/215,CP.94450438010,200.0,2024-01-12T13:16:20Z,,-597610.37 -1164051.36 -597596.06 -1164051.38 -597596.07 -1164054.3 -597591.19 -1164054.3 -597591.16 -1164051.37 -597587.87 -1164051.36 -597576.06 -1164051.38 -597568.22 -1164051.37 -597556.06 -1164051.36 -597545.89 -1164051.37 -597536.01 -1164051.36 -597527.76 -1164047.18 -597531.94 -1164046.95 -597536.28 -1164049.09 -597564.09 -1164049.12 -597575.05 -1164049.13 -597575.12 -1164049.31 -597579 -1164050.47 -597580.19 -1164050.75 -597580.89 -1164049.13 -597601.04 -1164049.14 -597605.51 -1164049.34 -597611.82 -1164049.35 -597615.63 -1164049.35 -597615.59 -1164051.07 -597611.7 -1164051.04 -597611.67 -1164051.43 -597610.37 -1164051.36,CP.94450438010,CZ-00025712-CUZK_CP,873/215,612065-873/215,-597559.38,-1164051.26,16.621080928494624,49.16619756777613,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4638
Horní Heršpice,612065,873/217,CP.94450440010,23.0,2024-01-12T13:16:20Z,,-597568.22 -1164051.37 -597576.06 -1164051.38 -597576.05 -1164054.3 -597568.2 -1164054.3 -597568.22 -1164051.37,CP.94450440010,CZ-00025712-CUZK_CP,873/217,612065-873/217,-597575.24,-1164053.96,16.620868662605698,49.16615812065692,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4639
Horní Heršpice,612065,874/6,CP.94450446010,5.0,2024-01-12T13:16:20Z,,-597575.05 -1164049.13 -597580.89 -1164049.13 -597580.19 -1164050.75 -597579 -1164050.47 -597575.12 -1164049.31 -597575.05 -1164049.13,CP.94450446010,CZ-00025712-CUZK_CP,874/6,612065-874/6,-597579.25,-1164049.88,16.62080798401352,49.16619072841734,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4640
Horní Heršpice,612065,873/207,CP.94450430010,30.0,2024-01-12T13:16:20Z,,-597574.08 -1164077.45 -597578.72 -1164077.44 -597578.73 -1164083.87 -597574.16 -1164083.86 -597574.08 -1164077.45,CP.94450430010,CZ-00025712-CUZK_CP,873/207,612065-873/207,-597575.72,-1164083.38,16.620905419367798,49.16589462192092,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4641
Horní Heršpice,612065,873/208,CP.94450431010,92.0,2024-01-12T13:16:20Z,,-597570.28 -1164083.89 -597564.47 -1164083.9 -597564.48 -1164067.92 -597570.25 -1164067.93 -597570.28 -1164083.89,CP.94450431010,CZ-00025712-CUZK_CP,873/208,612065-873/208,-597566.6,-1164080.28,16.621025200786903,49.16593114024628,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4642
Horní Heršpice,612065,873/220,CP.94450443010,20.0,2024-01-12T13:16:20Z,,-597573.28 -1164115.8 -597572.81 -1164115.97 -597570.23 -1164115.96 -597570.24 -1164111.25 -597574.81 -1164111.28 -597574.75 -1164113.43 -597574.76 -1164113.95 -597574.3 -1164114.95 -597573.86 -1164115.42 -597573.28 -1164115.8,CP.94450443010,CZ-00025712-CUZK_CP,873/220,612065-873/220,-597572.15,-1164113.72,16.62099874804777,49.165626806560034,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4643
Horní Heršpice,612065,873/196,CP.94450420010,132.0,2024-01-12T13:16:20Z,,-597564.09 -1164049.12 -597536.28 -1164049.09 -597531.94 -1164046.95 -597540.1 -1164046.52 -597572.45 -1164044.91 -597574.21 -1164046.96 -597575.05 -1164049.13 -597564.09 -1164049.12,CP.94450420010,CZ-00025712-CUZK_CP,873/196,612065-873/196,-597570.22,-1164048.56,16.620929158840998,49.16621124552839,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4644
Horní Heršpice,612065,873/218,CP.94450441010,30.0,2024-01-12T13:16:20Z,,-597545.89 -1164051.37 -597556.06 -1164051.36 -597556.06 -1164054.3 -597545.94 -1164054.29 -597545.89 -1164051.37,CP.94450441010,CZ-00025712-CUZK_CP,873/218,612065-873/218,-597553.19,-1164053.91,16.621169225014444,49.166179849053336,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Horní Heršpice,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.612065,Brno,4645
